Reference tree	Other tree	Symmetric difference	Euclidean distance	Robinson-Foulds distance
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s101.align.1.tree	26	205.861233095	717.36105
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s102.align.1.tree	22	205.808313875	717.07751
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s103.align.1.tree	24	205.750627024	717.10127
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s104.align.1.tree	24	205.749302959	717.16241
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s105.align.1.tree	22	205.905665207	717.52253
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s106.align.1.tree	16	205.862121567	717.36888
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s107.align.1.tree	20	205.857033711	717.0854
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s108.align.1.tree	12	205.753160643	716.49919
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s109.align.1.tree	16	205.816140355	717.17613
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s110.align.1.tree	16	205.855431224	716.98372
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s111.align.1.tree	24	205.822150294	717.15104
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s112.align.1.tree	22	205.927630583	717.35167
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s113.align.1.tree	24	205.81435541	717.04387
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s114.align.1.tree	16	205.77371911	716.941
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s115.align.1.tree	20	205.876949087	717.24099
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s116.align.1.tree	24	205.807698266	717.11535
inputs/asymmetric_1.0/asymmetric_1.0.tree	outputs/asymmetric_1.0/s117.align.1.tree	22	205.788045567	717.11473
